GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
1500000US250250909011,250250909011,"Block Group 1, Census Tract 909.01, Suffolk County, Massachusetts",1806,313,438,205,394,199,8,13,431,206,0,12,535,235,0,12,0,12,0,12
1500000US250250909012,250250909012,"Block Group 2, Census Tract 909.01, Suffolk County, Massachusetts",1894,254,802,210,252,117,19,31,679,184,0,12,73,54,69,59,11,17,58,57
1500000US250250910011,250250910011,"Block Group 1, Census Tract 910.01, Suffolk County, Massachusetts",809,448,80,51,328,432,0,12,393,249,0,12,2,4,6,8,1,5,5,8
1500000US250250910012,250250910012,"Block Group 2, Census Tract 910.01, Suffolk County, Massachusetts",853,324,397,198,62,52,0,12,281,231,0,12,73,73,40,57,0,12,40,57
1500000US250250910013,250250910013,"Block Group 3, Census Tract 910.01, Suffolk County, Massachusetts",584,159,566,162,7,12,0,12,0,12,0,12,11,17,0,12,0,12,0,12
1500000US250250910014,250250910014,"Block Group 4, Census Tract 910.01, Suffolk County, Massachusetts",888,196,754,169,9,13,0,12,110,112,0,12,0,12,15,22,0,12,15,22
1500000US250250911001,250250911001,"Block Group 1, Census Tract 911, Suffolk County, Massachusetts",1612,397,1014,276,69,48,0,12,367,268,0,12,73,113,89,110,70,105,19,29
1500000US250250911002,250250911002,"Block Group 2, Census Tract 911, Suffolk County, Massachusetts",997,311,529,264,142,150,0,12,190,178,0,12,60,88,76,108,0,12,76,108
1500000US250250911003,250250911003,"Block Group 3, Census Tract 911, Suffolk County, Massachusetts",1133,453,584,275,9,14,0,12,488,346,0,12,26,39,26,38,26,38,0,12
1500000US250250911004,250250911004,"Block Group 4, Census Tract 911, Suffolk County, Massachusetts",596,226,324,161,44,68,0,12,173,178,0,12,55,59,0,12,0,12,0,12
1500000US250250911005,250250911005,"Block Group 5, Census Tract 911, Suffolk County, Massachusetts",962,328,422,187,6,6,0,12,305,254,0,12,183,195,46,47,18,30,28,38
1500000US250250912001,250250912001,"Block Group 1, Census Tract 912, Suffolk County, Massachusetts",1001,284,453,137,132,96,7,13,0,12,0,12,266,215,143,128,129,127,14,27
1500000US250250912002,250250912002,"Block Group 2, Census Tract 912, Suffolk County, Massachusetts",1566,351,464,186,475,234,0,12,31,39,0,12,405,222,191,116,76,76,115,89
1500000US250250912003,250250912003,"Block Group 3, Census Tract 912, Suffolk County, Massachusetts",600,219,248,133,177,151,46,71,7,16,0,12,61,79,61,68,61,68,0,12
1500000US250250913001,250250913001,"Block Group 1, Census Tract 913, Suffolk County, Massachusetts",1579,310,287,152,590,198,0,12,21,30,0,12,633,307,48,30,36,23,12,18
1500000US250250913002,250250913002,"Block Group 2, Census Tract 913, Suffolk County, Massachusetts",1004,226,88,75,435,179,0,12,15,25,0,12,410,190,56,53,35,38,21,38
1500000US250250914001,250250914001,"Block Group 1, Census Tract 914, Suffolk County, Massachusetts",1592,238,315,133,672,177,26,45,24,25,0,12,492,210,63,54,40,47,23,24
1500000US250250914002,250250914002,"Block Group 2, Census Tract 914, Suffolk County, Massachusetts",1016,230,92,60,511,181,0,12,40,60,0,12,359,194,14,34,0,12,14,34
1500000US250250915001,250250915001,"Block Group 1, Census Tract 915, Suffolk County, Massachusetts",1909,319,270,103,503,207,0,12,136,138,0,12,864,299,136,98,78,58,58,75
1500000US250250915002,250250915002,"Block Group 2, Census Tract 915, Suffolk County, Massachusetts",1573,335,72,58,547,248,0,12,276,154,0,12,554,212,124,109,40,52,84,94
1500000US250250915003,250250915003,"Block Group 3, Census Tract 915, Suffolk County, Massachusetts",1134,345,119,122,492,234,22,35,9,14,0,12,440,299,52,45,10,16,42,38
1500000US250250916001,250250916001,"Block Group 1, Census Tract 916, Suffolk County, Massachusetts",1426,407,249,147,896,377,0,12,0,12,0,12,191,179,90,146,59,135,31,57
1500000US250250916002,250250916002,"Block Group 2, Census Tract 916, Suffolk County, Massachusetts",1551,489,209,132,630,490,0,12,459,367,0,12,253,178,0,12,0,12,0,12
1500000US250250916003,250250916003,"Block Group 3, Census Tract 916, Suffolk County, Massachusetts",376,153,47,36,162,108,0,12,151,112,0,12,16,24,0,12,0,12,0,12
1500000US250250917001,250250917001,"Block Group 1, Census Tract 917, Suffolk County, Massachusetts",1443,334,178,79,932,283,5,9,27,28,0,12,230,204,71,59,20,31,51,50
1500000US250250917002,250250917002,"Block Group 2, Census Tract 917, Suffolk County, Massachusetts",1168,429,119,71,433,205,0,12,0,12,0,12,616,392,0,12,0,12,0,12
1500000US250250917003,250250917003,"Block Group 3, Census Tract 917, Suffolk County, Massachusetts",1186,288,42,47,728,300,0,12,118,158,0,12,298,166,0,12,0,12,0,12
1500000US250250918001,250250918001,"Block Group 1, Census Tract 918, Suffolk County, Massachusetts",1366,368,221,210,608,273,0,12,3,6,0,12,403,224,131,99,48,50,83,95
1500000US250250918002,250250918002,"Block Group 2, Census Tract 918, Suffolk County, Massachusetts",1233,370,325,277,393,256,0,12,0,12,0,12,501,314,14,29,14,29,0,12
1500000US250250918003,250250918003,"Block Group 3, Census Tract 918, Suffolk County, Massachusetts",1215,407,86,118,1039,353,0,12,0,12,0,12,52,85,38,63,0,12,38,63
1500000US250250919001,250250919001,"Block Group 1, Census Tract 919, Suffolk County, Massachusetts",988,305,42,64,693,281,17,28,0,12,0,12,202,146,34,41,14,21,20,34
1500000US250250919002,250250919002,"Block Group 2, Census Tract 919, Suffolk County, Massachusetts",896,376,139,153,690,321,0,12,9,114,0,12,58,89,0,12,0,12,0,12
1500000US250250919003,250250919003,"Block Group 3, Census Tract 919, Suffolk County, Massachusetts",1367,389,115,124,1037,385,0,12,0,12,0,12,202,136,13,20,0,12,13,20
1500000US250250919004,250250919004,"Block Group 4, Census Tract 919, Suffolk County, Massachusetts",642,252,19,30,612,260,0,12,0,12,0,12,0,12,11,17,11,17,0,12
1500000US250250920001,250250920001,"Block Group 1, Census Tract 920, Suffolk County, Massachusetts",1440,368,97,49,814,293,0,12,122,127,0,12,314,251,93,109,77,105,16,26
1500000US250250920002,250250920002,"Block Group 2, Census Tract 920, Suffolk County, Massachusetts",1653,421,94,65,990,338,0,12,316,198,0,12,247,206,6,11,0,12,6,11
1500000US250250920003,250250920003,"Block Group 3, Census Tract 920, Suffolk County, Massachusetts",1171,350,391,247,650,355,13,20,0,12,0,12,94,146,23,35,0,12,23,35
1500000US250250920004,250250920004,"Block Group 4, Census Tract 920, Suffolk County, Massachusetts",1238,323,58,48,1064,338,0,12,0,12,0,12,70,74,46,60,29,33,17,29
1500000US250250921011,250250921011,"Block Group 1, Census Tract 921.01, Suffolk County, Massachusetts",1503,527,555,250,294,332,0,12,551,503,0,12,103,109,0,12,0,12,0,12
1500000US250250921012,250250921012,"Block Group 2, Census Tract 921.01, Suffolk County, Massachusetts",1788,623,451,370,264,207,0,12,571,416,0,12,157,221,345,392,0,12,345,392
1500000US250250921013,250250921013,"Block Group 3, Census Tract 921.01, Suffolk County, Massachusetts",515,256,406,222,109,168,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250250921014,250250921014,"Block Group 4, Census Tract 921.01, Suffolk County, Massachusetts",859,327,331,181,47,48,0,12,428,264,0,12,36,49,17,29,0,12,17,29
1500000US250250921015,250250921015,"Block Group 5, Census Tract 921.01, Suffolk County, Massachusetts",2069,521,232,114,680,361,0,12,778,396,0,12,365,267,14,25,0,12,14,25
1500000US250250922001,250250922001,"Block Group 1, Census Tract 922, Suffolk County, Massachusetts",1009,369,196,133,273,192,0,12,261,208,0,12,248,253,31,34,18,27,13,21
1500000US250250922002,250250922002,"Block Group 2, Census Tract 922, Suffolk County, Massachusetts",790,346,158,142,488,266,0,12,0,12,0,12,139,166,5,15,0,12,5,15
1500000US250250922003,250250922003,"Block Group 3, Census Tract 922, Suffolk County, Massachusetts",730,212,185,93,364,236,4,14,146,158,0,12,31,50,0,12,0,12,0,12
1500000US250250922004,250250922004,"Block Group 4, Census Tract 922, Suffolk County, Massachusetts",624,208,271,122,242,209,0,12,33,51,0,12,48,54,30,38,22,37,8,12
1500000US250250923001,250250923001,"Block Group 1, Census Tract 923, Suffolk County, Massachusetts",706,226,49,43,527,181,0,12,0,12,0,12,49,72,81,107,81,107,0,12
1500000US250250923002,250250923002,"Block Group 2, Census Tract 923, Suffolk County, Massachusetts",804,315,37,45,704,311,17,26,0,12,0,12,40,59,6,9,0,12,6,9
1500000US250250923003,250250923003,"Block Group 3, Census Tract 923, Suffolk County, Massachusetts",1228,270,112,109,1061,259,44,74,11,18,0,12,0,12,0,12,0,12,0,12
1500000US250250923004,250250923004,"Block Group 4, Census Tract 923, Suffolk County, Massachusetts",638,220,0,12,585,211,0,12,0,12,0,12,53,75,0,12,0,12,0,12
1500000US250250924001,250250924001,"Block Group 1, Census Tract 924, Suffolk County, Massachusetts",533,240,12,19,503,242,0,12,0,12,0,12,18,31,0,12,0,12,0,12
1500000US250250924002,250250924002,"Block Group 2, Census Tract 924, Suffolk County, Massachusetts",1728,473,9,13,1674,474,0,12,0,12,0,12,37,43,8,11,0,12,8,11
1500000US250250924003,250250924003,"Block Group 3, Census Tract 924, Suffolk County, Massachusetts",1254,396,25,33,1019,369,85,105,0,12,0,12,125,124,0,12,0,12,0,12
1500000US250250924004,250250924004,"Block Group 4, Census Tract 924, Suffolk County, Massachusetts",1285,425,196,128,826,374,37,63,57,89,0,12,132,152,37,44,14,23,23,37
1500000US250250924005,250250924005,"Block Group 5, Census Tract 924, Suffolk County, Massachusetts",793,460,56,66,583,527,0,12,0,12,0,12,154,174,0,12,0,12,0,12
1500000US250251001001,250251001001,"Block Group 1, Census Tract 1001, Suffolk County, Massachusetts",281,150,0,12,132,118,0,12,100,124,0,12,0,12,49,80,0,12,49,80
1500000US250251001002,250251001002,"Block Group 2, Census Tract 1001, Suffolk County, Massachusetts",911,365,246,225,620,312,5,9,0,12,0,12,40,60,0,12,0,12,0,12
1500000US250251001003,250251001003,"Block Group 3, Census Tract 1001, Suffolk County, Massachusetts",1052,487,0,12,958,474,0,12,0,12,0,12,52,79,42,61,2,9,40,61
1500000US250251001004,250251001004,"Block Group 4, Census Tract 1001, Suffolk County, Massachusetts",1088,252,110,109,864,261,1,4,2,4,0,12,109,164,2,4,0,12,2,4
1500000US250251001005,250251001005,"Block Group 5, Census Tract 1001, Suffolk County, Massachusetts",570,241,92,122,395,218,0,12,0,12,0,12,83,96,0,12,0,12,0,12
1500000US250251001006,250251001006,"Block Group 6, Census Tract 1001, Suffolk County, Massachusetts",1485,335,378,249,930,298,0,12,0,12,0,12,145,180,32,57,32,57,0,12
1500000US250251001007,250251001007,"Block Group 7, Census Tract 1001, Suffolk County, Massachusetts",984,336,10,15,878,340,0,12,11,18,0,12,58,73,27,43,27,43,0,12
1500000US250251002001,250251002001,"Block Group 1, Census Tract 1002, Suffolk County, Massachusetts",928,228,52,50,726,212,0,12,27,42,0,12,53,73,70,57,9,13,61,56
1500000US250251002002,250251002002,"Block Group 2, Census Tract 1002, Suffolk County, Massachusetts",674,264,49,77,594,259,0,12,0,12,0,12,0,12,31,51,0,12,31,51
1500000US250251002003,250251002003,"Block Group 3, Census Tract 1002, Suffolk County, Massachusetts",1351,300,49,54,1135,305,0,12,29,45,0,12,87,77,51,84,0,12,51,84
1500000US250251003001,250251003001,"Block Group 1, Census Tract 1003, Suffolk County, Massachusetts",1381,371,77,77,1283,353,0,12,11,8,0,12,0,12,10,18,0,12,10,18
1500000US250251003002,250251003002,"Block Group 2, Census Tract 1003, Suffolk County, Massachusetts",730,178,79,74,627,179,0,12,0,12,0,12,0,12,24,24,0,12,24,24
1500000US250251003003,250251003003,"Block Group 3, Census Tract 1003, Suffolk County, Massachusetts",518,243,37,49,470,236,0,12,0,12,0,12,0,12,11,17,0,12,11,17
1500000US250251003004,250251003004,"Block Group 4, Census Tract 1003, Suffolk County, Massachusetts",783,303,314,289,395,154,0,12,0,12,0,12,74,90,0,12,0,12,0,12
1500000US250251004001,250251004001,"Block Group 1, Census Tract 1004, Suffolk County, Massachusetts",1065,339,116,105,777,276,0,12,154,159,0,12,3,7,15,18,7,11,8,13
1500000US250251004002,250251004002,"Block Group 2, Census Tract 1004, Suffolk County, Massachusetts",1092,402,327,130,424,261,193,230,44,56,0,12,93,105,11,19,0,12,11,19
1500000US250251004003,250251004003,"Block Group 3, Census Tract 1004, Suffolk County, Massachusetts",829,271,81,97,705,266,0,12,33,65,0,12,0,12,10,16,0,12,10,16
1500000US250251004004,250251004004,"Block Group 4, Census Tract 1004, Suffolk County, Massachusetts",1817,458,77,67,1558,405,0,12,16,24,0,12,54,55,112,148,11,17,101,147
1500000US250251005001,250251005001,"Block Group 1, Census Tract 1005, Suffolk County, Massachusetts",1332,380,183,101,615,396,0,12,475,258,0,12,41,64,18,27,17,26,1,4
1500000US250251005002,250251005002,"Block Group 2, Census Tract 1005, Suffolk County, Massachusetts",1017,334,552,170,401,309,0,12,63,80,0,12,1,2,0,12,0,12,0,12
1500000US250251005003,250251005003,"Block Group 3, Census Tract 1005, Suffolk County, Massachusetts",862,278,140,97,530,280,0,12,133,131,0,12,25,51,34,54,0,12,34,54
1500000US250251005004,250251005004,"Block Group 4, Census Tract 1005, Suffolk County, Massachusetts",1934,771,157,127,1728,687,0,12,0,12,0,12,0,12,49,65,0,12,49,65
1500000US250251005005,250251005005,"Block Group 5, Census Tract 1005, Suffolk County, Massachusetts",1440,626,158,133,1071,576,28,34,0,12,0,12,0,12,183,233,153,238,30,36
1500000US250251006011,250251006011,"Block Group 1, Census Tract 1006.01, Suffolk County, Massachusetts",1242,351,688,225,301,266,0,12,224,261,0,12,0,12,29,46,29,46,0,12
1500000US250251006012,250251006012,"Block Group 2, Census Tract 1006.01, Suffolk County, Massachusetts",701,206,461,177,116,128,19,30,73,86,0,12,0,12,32,51,0,12,32,51
1500000US250251006013,250251006013,"Block Group 3, Census Tract 1006.01, Suffolk County, Massachusetts",1177,460,280,141,417,260,0,12,337,362,0,12,0,12,143,170,0,12,143,170
1500000US250251006014,250251006014,"Block Group 4, Census Tract 1006.01, Suffolk County, Massachusetts",2286,566,607,332,751,384,0,12,859,571,0,12,0,12,69,79,0,12,69,79
1500000US250251006031,250251006031,"Block Group 1, Census Tract 1006.03, Suffolk County, Massachusetts",1191,254,940,253,144,90,0,12,83,82,0,12,20,35,4,8,0,12,4,8
1500000US250251006032,250251006032,"Block Group 2, Census Tract 1006.03, Suffolk County, Massachusetts",852,221,559,149,207,143,7,10,79,147,0,12,0,12,0,12,0,12,0,12
1500000US250251007001,250251007001,"Block Group 1, Census Tract 1007, Suffolk County, Massachusetts",805,254,700,230,24,29,0,12,67,100,0,12,0,12,14,24,0,12,14,24
1500000US250251007002,250251007002,"Block Group 2, Census Tract 1007, Suffolk County, Massachusetts",1291,326,1249,327,34,36,0,12,0,12,0,12,0,12,8,13,0,12,8,13
1500000US250251007003,250251007003,"Block Group 3, Census Tract 1007, Suffolk County, Massachusetts",634,262,633,262,0,12,0,12,0,12,0,12,0,12,1,3,0,12,1,3
1500000US250251007004,250251007004,"Block Group 4, Census Tract 1007, Suffolk County, Massachusetts",1098,268,1064,260,0,12,0,12,0,12,0,12,8,14,26,41,0,12,26,41
1500000US250251007005,250251007005,"Block Group 5, Census Tract 1007, Suffolk County, Massachusetts",641,291,510,203,131,207,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251008001,250251008001,"Block Group 1, Census Tract 1008, Suffolk County, Massachusetts",592,319,206,159,49,88,0,12,337,263,0,12,0,12,0,12,0,12,0,12
1500000US250251008002,250251008002,"Block Group 2, Census Tract 1008, Suffolk County, Massachusetts",1455,502,930,265,228,342,0,12,177,203,0,12,0,12,120,193,0,12,120,193
1500000US250251008003,250251008003,"Block Group 3, Census Tract 1008, Suffolk County, Massachusetts",1053,396,380,149,560,370,0,12,113,184,0,12,0,12,0,12,0,12,0,12
1500000US250251008004,250251008004,"Block Group 4, Census Tract 1008, Suffolk County, Massachusetts",1320,524,756,259,419,435,0,12,0,12,0,12,0,12,145,173,0,12,145,173
1500000US250251008005,250251008005,"Block Group 5, Census Tract 1008, Suffolk County, Massachusetts",757,307,458,197,195,167,0,12,68,155,0,12,0,12,36,61,0,12,36,61
1500000US250251008006,250251008006,"Block Group 6, Census Tract 1008, Suffolk County, Massachusetts",1203,412,622,304,438,268,0,12,138,156,0,12,0,12,5,10,0,12,5,10
1500000US250251009001,250251009001,"Block Group 1, Census Tract 1009, Suffolk County, Massachusetts",809,275,343,179,326,207,0,12,132,138,0,12,8,13,0,12,0,12,0,12
1500000US250251009002,250251009002,"Block Group 2, Census Tract 1009, Suffolk County, Massachusetts",596,264,231,190,82,81,0,12,268,193,0,12,0,12,15,22,0,12,15,22
1500000US250251009003,250251009003,"Block Group 3, Census Tract 1009, Suffolk County, Massachusetts",1308,331,393,157,756,233,0,12,31,36,0,12,2,9,126,192,0,12,126,192
1500000US250251009004,250251009004,"Block Group 4, Census Tract 1009, Suffolk County, Massachusetts",772,248,0,12,701,260,0,12,0,12,0,12,0,12,71,92,0,12,71,92
1500000US250251009005,250251009005,"Block Group 5, Census Tract 1009, Suffolk County, Massachusetts",687,229,225,117,462,231,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251010011,250251010011,"Block Group 1, Census Tract 1010.01, Suffolk County, Massachusetts",1121,431,19,32,1072,423,0,12,0,12,0,12,30,53,0,12,0,12,0,12
1500000US250251010012,250251010012,"Block Group 2, Census Tract 1010.01, Suffolk County, Massachusetts",759,272,30,51,686,258,0,12,0,12,0,12,43,76,0,12,0,12,0,12
1500000US250251010013,250251010013,"Block Group 3, Census Tract 1010.01, Suffolk County, Massachusetts",774,403,0,12,748,411,0,12,0,12,0,12,12,19,14,23,0,12,14,23
1500000US250251010014,250251010014,"Block Group 4, Census Tract 1010.01, Suffolk County, Massachusetts",801,324,18,36,760,330,0,12,0,12,0,12,0,12,23,37,0,12,23,37
1500000US250251010015,250251010015,"Block Group 5, Census Tract 1010.01, Suffolk County, Massachusetts",1208,491,101,115,1107,435,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251010016,250251010016,"Block Group 6, Census Tract 1010.01, Suffolk County, Massachusetts",1068,335,95,137,933,333,0,12,0,12,0,12,40,52,0,12,0,12,0,12
1500000US250251010021,250251010021,"Block Group 1, Census Tract 1010.02, Suffolk County, Massachusetts",798,283,111,120,471,259,0,12,0,12,0,12,143,194,73,71,0,12,73,71
1500000US250251010022,250251010022,"Block Group 2, Census Tract 1010.02, Suffolk County, Massachusetts",2144,527,262,227,1862,452,14,22,0,12,0,12,3,7,3,7,3,7,0,12
1500000US250251010023,250251010023,"Block Group 3, Census Tract 1010.02, Suffolk County, Massachusetts",1859,497,194,103,1588,510,0,12,7,16,0,12,53,80,17,26,0,12,17,26
1500000US250251011011,250251011011,"Block Group 1, Census Tract 1011.01, Suffolk County, Massachusetts",917,416,192,307,725,280,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251011012,250251011012,"Block Group 2, Census Tract 1011.01, Suffolk County, Massachusetts",1266,383,38,50,1228,384,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251011013,250251011013,"Block Group 3, Census Tract 1011.01, Suffolk County, Massachusetts",1540,407,57,45,1400,407,0,12,59,92,0,12,9,14,15,17,0,12,15,17
1500000US250251011021,250251011021,"Block Group 1, Census Tract 1011.02, Suffolk County, Massachusetts",899,203,18,30,861,203,0,12,0,12,0,12,0,12,20,34,0,12,20,34
1500000US250251011022,250251011022,"Block Group 2, Census Tract 1011.02, Suffolk County, Massachusetts",1591,430,331,284,1105,343,0,12,36,61,0,12,13,19,106,83,0,12,106,83
1500000US250251011023,250251011023,"Block Group 3, Census Tract 1011.02, Suffolk County, Massachusetts",899,336,0,12,899,336,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251011024,250251011024,"Block Group 4, Census Tract 1011.02, Suffolk County, Massachusetts",1751,409,207,204,1544,385,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251101031,250251101031,"Block Group 1, Census Tract 1101.03, Suffolk County, Massachusetts",628,194,422,139,143,123,0,12,52,68,0,12,0,12,11,19,11,19,0,12
1500000US250251101032,250251101032,"Block Group 2, Census Tract 1101.03, Suffolk County, Massachusetts",987,517,227,164,760,517,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251101033,250251101033,"Block Group 3, Census Tract 1101.03, Suffolk County, Massachusetts",266,92,85,61,149,104,0,12,0,12,0,12,32,50,0,12,0,12,0,12
1500000US250251101034,250251101034,"Block Group 4, Census Tract 1101.03, Suffolk County, Massachusetts",739,373,471,305,45,38,0,12,24,36,0,12,199,202,0,12,0,12,0,12
1500000US250251101035,250251101035,"Block Group 5, Census Tract 1101.03, Suffolk County, Massachusetts",1700,347,925,207,32,36,0,12,549,350,0,12,74,59,120,106,23,33,97,100
1500000US250251101036,250251101036,"Block Group 6, Census Tract 1101.03, Suffolk County, Massachusetts",887,261,790,241,83,116,0,12,14,22,0,12,0,12,0,12,0,12,0,12
1500000US250251101037,250251101037,"Block Group 7, Census Tract 1101.03, Suffolk County, Massachusetts",1020,448,312,258,192,228,163,248,0,12,0,12,270,327,83,131,0,12,83,131
1500000US250251102011,250251102011,"Block Group 1, Census Tract 1102.01, Suffolk County, Massachusetts",2244,284,867,237,855,217,9,15,0,12,0,12,470,170,43,34,38,33,5,8
1500000US250251103011,250251103011,"Block Group 1, Census Tract 1103.01, Suffolk County, Massachusetts",1041,378,263,104,350,153,50,76,0,12,0,12,313,386,65,65,6,10,59,65
1500000US250251103012,250251103012,"Block Group 2, Census Tract 1103.01, Suffolk County, Massachusetts",1491,291,819,199,439,246,0,12,20,32,0,12,162,170,51,82,51,82,0,12
1500000US250251104011,250251104011,"Block Group 1, Census Tract 1104.01, Suffolk County, Massachusetts",1932,334,680,244,877,280,74,116,10,10,0,12,124,114,167,79,90,56,77,66
1500000US250251104012,250251104012,"Block Group 2, Census Tract 1104.01, Suffolk County, Massachusetts",2084,362,1126,323,625,290,11,16,231,188,0,12,68,61,23,21,0,12,23,21
1500000US250251104031,250251104031,"Block Group 1, Census Tract 1104.03, Suffolk County, Massachusetts",1106,263,214,106,731,275,11,18,100,90,0,12,17,25,33,38,0,12,33,38
1500000US250251104032,250251104032,"Block Group 2, Census Tract 1104.03, Suffolk County, Massachusetts",899,381,458,163,238,311,0,12,2,6,0,12,79,120,122,131,79,122,43,46
1500000US250251104033,250251104033,"Block Group 3, Census Tract 1104.03, Suffolk County, Massachusetts",582,253,280,199,162,123,0,12,13,20,0,12,51,78,76,83,0,12,76,83
1500000US250251104034,250251104034,"Block Group 4, Census Tract 1104.03, Suffolk County, Massachusetts",1120,355,612,198,251,281,13,22,0,12,0,12,168,148,76,93,64,101,12,19
1500000US250251104035,250251104035,"Block Group 5, Census Tract 1104.03, Suffolk County, Massachusetts",1233,394,680,223,411,374,0,12,52,85,0,12,81,125,9,15,9,15,0,12
1500000US250251105011,250251105011,"Block Group 1, Census Tract 1105.01, Suffolk County, Massachusetts",696,261,439,199,80,77,0,12,1,4,0,12,176,206,0,12,0,12,0,12
1500000US250251105012,250251105012,"Block Group 2, Census Tract 1105.01, Suffolk County, Massachusetts",1934,369,1500,364,331,239,0,12,29,47,0,12,33,44,41,37,0,12,41,37
1500000US250251105013,250251105013,"Block Group 3, Census Tract 1105.01, Suffolk County, Massachusetts",969,297,686,309,113,101,0,12,49,61,0,12,17,29,104,108,44,87,60,56
1500000US250251105021,250251105021,"Block Group 1, Census Tract 1105.02, Suffolk County, Massachusetts",1635,403,1206,384,285,210,0,12,20,30,0,12,97,159,27,41,0,12,27,41
1500000US250251105022,250251105022,"Block Group 2, Census Tract 1105.02, Suffolk County, Massachusetts",2090,434,1495,316,307,171,26,38,38,47,0,12,79,88,145,177,0,12,145,177
1500000US250251105023,250251105023,"Block Group 3, Census Tract 1105.02, Suffolk County, Massachusetts",499,165,446,157,17,39,0,12,11,20,0,12,25,21,0,12,0,12,0,12
1500000US250251106011,250251106011,"Block Group 1, Census Tract 1106.01, Suffolk County, Massachusetts",1817,277,1630,265,102,71,0,12,25,27,0,12,36,53,24,28,24,28,0,12
1500000US250251106012,250251106012,"Block Group 2, Census Tract 1106.01, Suffolk County, Massachusetts",1058,298,1013,295,32,30,0,12,13,20,0,12,0,12,0,12,0,12,0,12
1500000US250251106071,250251106071,"Block Group 1, Census Tract 1106.07, Suffolk County, Massachusetts",1108,349,964,361,19,29,0,12,41,49,0,12,0,12,84,98,57,90,27,43
1500000US250251106072,250251106072,"Block Group 2, Census Tract 1106.07, Suffolk County, Massachusetts",1498,345,1404,338,94,135,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US250251106073,250251106073,"Block Group 3, Census Tract 1106.07, Suffolk County, Massachusetts",1784,439,1671,449,4,10,0,12,0,12,0,12,94,139,15,28,0,12,15,28
1500000US250251106074,250251106074,"Block Group 4, Census Tract 1106.07, Suffolk County, Massachusetts",899,216,653,179,56,47,0,12,104,116,0,12,60,78,26,29,0,12,26,29
1500000US250251201031,250251201031,"Block Group 1, Census Tract 1201.03, Suffolk County, Massachusetts",1496,154,1281,166,59,35,0,12,43,34,0,12,3,5,110,62,10,14,100,60
1500000US250251201041,250251201041,"Block Group 1, Census Tract 1201.04, Suffolk County, Massachusetts",460,123,375,127,15,23,0,12,29,45,0,12,0,12,41,31,11,19,30,33
1500000US250251201042,250251201042,"Block Group 2, Census Tract 1201.04, Suffolk County, Massachusetts",830,208,587,152,135,133,0,12,0,12,0,12,69,85,39,45,15,27,24,35
1500000US250251201043,250251201043,"Block Group 3, Census Tract 1201.04, Suffolk County, Massachusetts",881,126,646,164,32,35,0,12,77,80,0,12,46,46,80,70,17,37,63,58
1500000US250251201051,250251201051,"Block Group 1, Census Tract 1201.05, Suffolk County, Massachusetts",937,287,619,186,81,79,0,12,152,208,0,12,5,9,80,58,3,9,77,56
1500000US250251201052,250251201052,"Block Group 2, Census Tract 1201.05, Suffolk County, Massachusetts",907,187,744,155,37,58,0,12,6,8,0,12,79,80,41,63,0,12,41,63
1500000US250251201053,250251201053,"Block Group 3, Census Tract 1201.05, Suffolk County, Massachusetts",574,119,532,118,20,21,0,12,9,13,0,12,0,12,13,17,8,14,5,9
1500000US250251202011,250251202011,"Block Group 1, Census Tract 1202.01, Suffolk County, Massachusetts",1278,259,1090,266,83,53,0,12,38,34,0,12,24,26,43,46,0,12,43,46
1500000US250251202012,250251202012,"Block Group 2, Census Tract 1202.01, Suffolk County, Massachusetts",2279,345,1182,252,344,233,40,60,52,63,0,12,538,246,123,80,39,43,84,72
1500000US250251202013,250251202013,"Block Group 3, Census Tract 1202.01, Suffolk County, Massachusetts",515,185,373,138,39,54,0,12,21,33,0,12,82,130,0,12,0,12,0,12
1500000US250251203011,250251203011,"Block Group 1, Census Tract 1203.01, Suffolk County, Massachusetts",1094,356,343,135,303,271,0,12,54,61,0,12,347,235,47,57,0,12,47,57
1500000US250251203012,250251203012,"Block Group 2, Census Tract 1203.01, Suffolk County, Massachusetts",1023,347,322,136,377,283,0,12,41,64,0,12,269,170,14,21,14,21,0,12
1500000US250251203013,250251203013,"Block Group 3, Census Tract 1203.01, Suffolk County, Massachusetts",1779,482,920,233,331,213,0,12,264,225,0,12,209,247,55,43,17,25,38,36
